,Name,Rating,Reviews,Salary,Interviews,Jobs,Benefits
7874,Actalent Engineering & Sciences,3.6,93.0,555.0,6.0,,15.0
7875,Computer Junction,3.8,93.0,405.0,3.0,4.0,7.0
7876,Ameriprise India,3.7,93.0,882.0,5.0,67.0,1.0
7877,NeST Digital,3.6,93.0,620.0,7.0,74.0,4.0
7878,Bharti Retail,4.6,92.0,163.0,,,16.0
7879,SAN Engineering & Locomotive,3.8,92.0,550.0,4.0,,13.0
7880,20 Microns,4.1,92.0,484.0,4.0,,15.0
7881,PubMatic,4.2,92.0,925.0,13.0,19.0,24.0
7882,Indo Schottle Auto Parts,3.3,92.0,571.0,3.0,,12.0
7883,Camlin Fine Sciences,3.7,92.0,687.0,9.0,,13.0
7884,Madhu Silica,3.9,92.0,564.0,4.0,,11.0
7885,Electrolab,3.1,92.0,525.0,2.0,13.0,8.0
7886,Nineleaps Technology Solutions,3.7,92.0,1.0,13.0,3.0,16.0
7887,Planet PCI Infotech,4.1,92.0,521.0,6.0,16.0,9.0
7888,Bangalore Baptist Hospital,4.2,92.0,331.0,,,13.0
7889,Tecnics Integration Technologies,3.4,92.0,833.0,4.0,6.0,9.0
7890,Everest Blowers,4.1,92.0,568.0,2.0,,12.0
7891,IND-SPHINX PRECISION,3.9,92.0,377.0,3.0,,13.0
7892,Avon Beauty Products,3.9,92.0,509.0,2.0,,13.0
7893,Keyideas Infotech,4.5,92.0,130.0,9.0,7.0,25.0
7894,Raintree Hotel,4.3,92.0,377.0,3.0,,17.0
7895,Gillette,4.5,92.0,207.0,1.0,,20.0
7896,Motorola Solutions,3.9,92.0,1.1,10.0,35.0,18.0
7897,The New Indian Express,3.5,92.0,585.0,4.0,1.0,9.0
7898,AFour Technologies,3.5,92.0,1.3,11.0,2.0,12.0
7899,Phoenix Marketcity,4.0,92.0,623.0,4.0,29.0,10.0
7900,Planet PCI Infotech,4.1,92.0,521.0,6.0,16.0,9.0
7901,Avon Beauty Products,3.9,92.0,509.0,2.0,,13.0
7902,Phoenix Marketcity,4.0,92.0,623.0,4.0,29.0,10.0
7903,Blue Dart Aviation,3.9,92.0,300.0,,2.0,20.0
7904,20 Microns,4.1,92.0,484.0,4.0,,15.0
7905,GTPL-KCBPL,3.9,92.0,339.0,2.0,5.0,5.0
7906,Muthoot Mercantile,3.3,92.0,412.0,8.0,10.0,6.0
7907,Damro Furniture,3.9,92.0,381.0,3.0,,3.0
7908,IRIS KPO Resourcing,3.8,92.0,607.0,5.0,6.0,7.0
7909,MicroSpark Software Solutions,4.8,92.0,1.5,4.0,1.0,5.0
7910,Emmennar Pharma,4.1,92.0,448.0,3.0,,7.0
7911,M Power Micro Finance,4.1,92.0,296.0,,,4.0
7912,Elysium Pharmaceuticals,3.4,92.0,460.0,1.0,1.0,3.0
7913,Central Bureau of Investigation,4.5,92.0,250.0,2.0,,18.0
7914,Spinks Softech,4.3,92.0,538.0,2.0,,10.0
7915,Dedicated Freight Corridor Corporation Of India,4.1,92.0,517.0,2.0,,6.0
7916,S10 Healthcare Solutions,4.3,92.0,287.0,5.0,1.0,14.0
7917,Deepak Fasteners,4.1,92.0,497.0,3.0,1.0,11.0
7918,bgr Mining infra pvt Ltd,4.1,92.0,457.0,8.0,1.0,10.0
7919,ETA ASCON Group,4.7,92.0,140.0,2.0,,18.0
7920,Enkei Wheels India,4.3,92.0,471.0,3.0,1.0,8.0
7921,Apcotex Industries,3.9,92.0,705.0,4.0,2.0,10.0
7922,HP Globalsoft,4.4,92.0,467.0,,,14.0
7923,Electrolab,3.1,92.0,525.0,2.0,13.0,8.0
7924,Everest Blowers,4.1,92.0,568.0,2.0,,12.0
7925,Bangalore Baptist Hospital,4.2,92.0,331.0,,,13.0
7926,Sjmmcsl,4.1,92.0,111.0,,,9.0
7927,SoCtronics Technologies,3.6,92.0,899.0,8.0,,9.0
7928,Lakshmi Hyundai,4.3,92.0,445.0,3.0,1.0,8.0
7929,Medsave Healthcare TPA,2.3,92.0,304.0,2.0,,13.0
7930,Raintree Hotel,4.3,92.0,377.0,3.0,,17.0
7931,Nineleaps Technology Solutions,3.7,92.0,1.0,13.0,3.0,16.0
7932,Ronch Polymers,3.2,92.0,414.0,3.0,,5.0
7933,One Point Solutions,3.2,92.0,710.0,6.0,1.0,5.0
7934,Municipal Council,4.4,92.0,377.0,,,3.0
7935,Jarvis Technology and Strategy Consulting,3.3,92.0,592.0,7.0,9.0,8.0
7936,Grivaa Capital,4.7,92.0,7.0,,,34.0
7937,G10X,4.5,92.0,262.0,3.0,1.0,48.0
7938,Bharat Petroleum Mumbai Refinery,4.0,92.0,477.0,6.0,,4.0
7939,Niyo Solutions,3.3,92.0,866.0,1.0,2.0,9.0
7940,City Corporation Ltd (Amanora),4.2,92.0,563.0,2.0,3.0,19.0
7941,S.k Educations,4.2,92.0,427.0,2.0,18.0,20.0
7942,New Era Technology,3.8,92.0,430.0,9.0,,1.0
7943,Paras Spices,3.7,92.0,580.0,4.0,3.0,10.0
7944,Kirtane & Pandit,3.8,92.0,448.0,1.0,49.0,12.0
7945,Wishup,4.4,92.0,207.0,8.0,64.0,10.0
7946,CriticalRiver,3.3,92.0,787.0,5.0,57.0,12.0
7947,Gameskraft,3.7,92.0,849.0,8.0,44.0,6.0
7948,Dimension India Network,3.7,91.0,515.0,4.0,6.0,11.0
7949,Gulf Contracting,4.1,91.0,236.0,2.0,,16.0
7950,Indus International School,3.9,91.0,319.0,2.0,,18.0
7951,General Industrial Controls,3.9,91.0,749.0,6.0,5.0,6.0
7952,Interactive Avenues,4.0,91.0,876.0,6.0,4.0,12.0
7953,Government of Madhya Pradesh,4.0,91.0,464.0,1.0,,7.0
7954,Saudi Arabian Airlines,4.1,91.0,296.0,2.0,,8.0
7955,Schiller Healthcare India,3.5,91.0,434.0,4.0,1.0,8.0
7956,Panasonic Appliances,4.1,91.0,501.0,4.0,,8.0
7957,Ocean Sparkle,4.4,91.0,310.0,2.0,,15.0
7958,ITL Industries,3.4,91.0,603.0,3.0,,8.0
7959,BPR Infrastructure,3.6,91.0,282.0,2.0,,10.0
7960,Wockhardt Foundation,3.5,91.0,261.0,2.0,,14.0
7961,Enrich Energy,4.1,91.0,533.0,3.0,5.0,11.0
7962,INDOASIAN,4.3,91.0,417.0,5.0,6.0,18.0
7963,Swan Enterprises,3.0,91.0,508.0,7.0,1.0,10.0
7964,Strabag,4.4,91.0,367.0,5.0,,7.0
7965,Sidwal Refrigeration Industries,4.2,91.0,508.0,7.0,,14.0
7966,Uma Polymers,4.1,91.0,464.0,3.0,2.0,8.0
7967,Beyond Key Systems,4.4,91.0,446.0,6.0,8.0,17.0
7968,National Steel & Agro Industries,3.5,91.0,447.0,4.0,,11.0
7969,Lot Mobiles,4.1,91.0,402.0,2.0,1.0,12.0
7970,Tata Tinplate,3.8,91.0,447.0,5.0,,12.0
7971,REVA University,3.9,91.0,537.0,8.0,36.0,7.0
7972,Clixlogix Technologies,3.5,91.0,284.0,4.0,11.0,32.0
7973,Oriental Consultants,4.3,91.0,444.0,4.0,,11.0
7974,Omega Elevators,3.6,91.0,395.0,1.0,,13.0
7975,Vardhman Special Steels,4.4,91.0,465.0,8.0,1.0,11.0
7976,Met Technologies,2.3,91.0,578.0,4.0,,16.0
7977,GS Engineering,4.0,91.0,195.0,5.0,,9.0
7978,Fiverr Inc.,4.3,91.0,607.0,6.0,,6.0
7979,Nxtra Data,4.0,91.0,524.0,6.0,1.0,8.0
7980,Beyond Key Systems,4.4,91.0,446.0,6.0,8.0,17.0
7981,Life Care Logistic,3.9,91.0,475.0,7.0,2.0,7.0
7982,Cummins Sales and Service,4.1,91.0,194.0,2.0,,
7983,K & J Project,3.4,91.0,416.0,3.0,,8.0
7984,Oremus Corporate Services,3.7,91.0,544.0,5.0,11.0,9.0
7985,Digitas,3.8,91.0,909.0,3.0,2.0,10.0
7986,Augustus Healthcare Solutions,3.9,91.0,490.0,3.0,2.0,31.0
7987,Arabian Fal,2.5,91.0,246.0,,,4.0
7988,VOLTECH O AND M SERVICES,4.0,91.0,392.0,6.0,,9.0
7989,Sky Gourmet Catering,4.0,91.0,324.0,,,19.0
7990,Sfj Business Solutions,3.2,91.0,431.0,7.0,12.0,5.0
7991,Dsm Shared Services India,4.1,91.0,470.0,2.0,8.0,18.0
7992,Durovalves India,3.7,91.0,414.0,3.0,,13.0
7993,Hard Rock Cafe,4.1,91.0,409.0,2.0,,16.0
7994,Veative Labs,3.0,91.0,442.0,4.0,,21.0
7995,Farmson Pharmaceutical,3.9,91.0,615.0,8.0,,12.0
7996,Dayal Group,4.2,91.0,415.0,2.0,,15.0
7997,Syndrome Technologies,4.3,91.0,376.0,5.0,,7.0
7998,@home,4.3,91.0,938.0,2.0,3.0,4.0
7999,Rcpl Logistics,3.1,91.0,261.0,,,12.0
8000,Kerry Ingredients,3.8,91.0,576.0,3.0,,16.0
8001,Square Capital Advisory Services,3.3,91.0,521.0,2.0,1.0,8.0
8002,Strabag,4.4,91.0,367.0,5.0,,7.0
8003,INDOASIAN,4.3,91.0,417.0,5.0,6.0,18.0
8004,Panasonic Appliances,4.1,91.0,501.0,4.0,,8.0
8005,FMI Automotive Components,4.2,91.0,480.0,6.0,,16.0
8006,Entra Solutions,3.3,91.0,446.0,7.0,,17.0
8007,SKS POWER GENERATION,3.2,91.0,422.0,7.0,,14.0
8008,Harsha Toyota,4.3,91.0,506.0,4.0,,5.0
8009,Affordable Robotic and Automation,3.7,91.0,567.0,2.0,,7.0
8010,Arvind Technocrats & Engineers LLP,3.6,91.0,245.0,3.0,,10.0
8011,Profectus Capital,4.2,91.0,554.0,9.0,20.0,7.0
8012,Digamber Finance,4.1,91.0,344.0,5.0,,9.0
8013,AG&P Pratham,3.9,91.0,472.0,13.0,,9.0
8014,Udaan Express,4.2,91.0,197.0,6.0,,7.0
8015,Nordex India,3.6,91.0,795.0,6.0,,12.0
8016,Apollomedics Super Speciality Hospitals,4.3,91.0,532.0,12.0,2.0,13.0
8017,Mining Engineering Services,3.6,91.0,401.0,4.0,,8.0
8018,Foodlink F&B Holdings,4.0,91.0,468.0,4.0,,25.0
8019,Waah Jobs,4.2,91.0,537.0,2.0,11.0,17.0
8020,Foodlink F&B Holdings,4.0,91.0,468.0,4.0,,25.0
8021,Mining Engineering Services,3.6,91.0,401.0,4.0,,8.0
8022,Indus Health Plus,3.2,91.0,520.0,2.0,10.0,18.0
8023,Export Trading group,3.5,91.0,548.0,3.0,54.0,5.0
8024,Leena AI,3.4,91.0,394.0,9.0,63.0,1.0
8025,42Gears Mobility Systems,4.2,91.0,564.0,6.0,9.0,11.0
8026,Srijan Technologies,3.9,91.0,850.0,9.0,37.0,19.0
8027,TCI,3.8,91.0,575.0,2.0,1.0,11.0
8028,Eurofins Advinus,3.8,91.0,782.0,2.0,2.0,8.0
8029,BIZONGO,3.3,91.0,979.0,8.0,38.0,11.0
8030,Blue Rose Technologies,3.5,91.0,835.0,5.0,33.0,12.0
8031,Meritto,3.2,91.0,733.0,12.0,86.0,19.0
8032,Aimfill International,4.8,90.0,76.0,3.0,,4.0
8033,EIH,4.1,90.0,550.0,1.0,,17.0
8034,Stanley Lifestyles,3.9,90.0,670.0,7.0,6.0,8.0
8035,Multani Pharmaceuticals,4.1,90.0,391.0,4.0,,7.0
8036,MAMTA Health Institute for Mother and child,4.3,90.0,277.0,1.0,7.0,14.0
8037,Sensiple,3.9,90.0,1.3,4.0,25.0,11.0
8038,Vibrant Screen,3.8,90.0,408.0,1.0,1.0,5.0
8039,Toyota Boshoku Automotive,3.9,90.0,469.0,2.0,,16.0
8040,Qi Spine Clinic,2.9,90.0,271.0,5.0,14.0,1.0
8041,Aimfill International,4.8,90.0,76.0,3.0,,4.0
8042,EIH,4.1,90.0,550.0,1.0,,17.0
8043,Saint-Gobain Abrasives,4.2,90.0,684.0,3.0,,9.0
8044,JK Files,3.7,90.0,422.0,8.0,,15.0
8045,Alghanim Industries,4.0,90.0,497.0,2.0,,14.0
8046,MAMTA Health Institute for Mother and child,4.3,90.0,277.0,1.0,7.0,14.0
8047,Blue Tokai Coffee Roasters,3.6,90.0,379.0,4.0,36.0,14.0
8048,Vibrant Screen,3.8,90.0,408.0,1.0,1.0,5.0
8049,Elico,3.4,90.0,389.0,5.0,,8.0
8050,Target Publications,4.1,90.0,254.0,7.0,5.0,8.0
8051,The Indure,4.0,90.0,416.0,3.0,2.0,12.0
8052,SKDRDP,4.3,90.0,234.0,1.0,,14.0
8053,Dura Automotive,3.5,90.0,505.0,2.0,,9.0
8054,Toyota Boshoku Automotive,3.9,90.0,469.0,2.0,,16.0
8055,Stanley Lifestyles,3.9,90.0,670.0,7.0,6.0,8.0
8056,Multani Pharmaceuticals,4.1,90.0,391.0,4.0,,7.0
8057,R M Chemicals,4.3,90.0,449.0,9.0,,17.0
8058,Advics,4.1,90.0,234.0,4.0,,13.0
8059,Metec Design & Construction Engineers,3.6,90.0,429.0,3.0,3.0,17.0
8060,Glass Wall Systems,3.9,90.0,516.0,3.0,2.0,6.0
8061,Mtg Learning Media,4.4,90.0,465.0,8.0,2.0,6.0
8062,Aleor Dermaceuticals,3.7,90.0,507.0,2.0,,20.0
8063,Sterling Information Resources,3.8,90.0,537.0,4.0,,10.0
8064,M G Contractors,4.5,90.0,411.0,1.0,,13.0
8065,Donaldson India Filter Systems,4.1,90.0,587.0,1.0,15.0,8.0
8066,Ramani Ice Cream Co.,3.6,90.0,449.0,4.0,3.0,5.0
8067,Gates Unitta India Company,4.0,90.0,554.0,8.0,,16.0
8068,Hager Electro,4.1,90.0,431.0,2.0,,7.0
8069,Cairn Oil,4.0,90.0,203.0,12.0,,16.0
8070,Rathi Transpower,3.9,90.0,548.0,2.0,,10.0
8071,Kinetic Green Energy And Power Solutions,3.7,90.0,508.0,8.0,,2.0
8072,Detox Group,4.0,90.0,517.0,10.0,,10.0
8073,Shreeji Infrastructure,3.5,90.0,388.0,5.0,,5.0
8074,Extinct Fire Engineers,3.5,90.0,317.0,1.0,8.0,10.0
8075,Mcpi,4.2,90.0,532.0,3.0,,14.0
8076,Construction Group,4.4,90.0,1.2,24.0,,11.0
8077,Vasant Chemicals,4.1,90.0,419.0,1.0,,13.0
8078,Elite Engineering And Construction,3.6,90.0,557.0,4.0,3.0,6.0
8079,Rotodyne Industries,3.2,90.0,324.0,7.0,,9.0
8080,Hi-Tech Arai,4.0,90.0,485.0,2.0,,13.0
8081,Line O Matic Graphic Industries,3.7,90.0,557.0,7.0,3.0,17.0
8082,IVL Dhunseri Petrochem Industries,4.1,90.0,402.0,4.0,,10.0
8083,Enhance Business Solutions,3.3,90.0,411.0,2.0,8.0,9.0
8084,Perpetuuiti Technosoft Services,3.8,90.0,751.0,8.0,,16.0
8085,Freedom English Academy,4.0,90.0,217.0,3.0,,17.0
8086,Loyal Textile Mills,3.6,90.0,598.0,4.0,13.0,10.0
8087,Demech Chemical Products,4.7,90.0,300.0,23.0,,12.0
8088,Omega Hospitals,4.1,90.0,408.0,4.0,,10.0
8089,SODECIA,3.6,90.0,454.0,3.0,,14.0
8090,Opulentus Overseas Careers,2.6,90.0,271.0,4.0,,7.0
8091,Medfin India,3.2,90.0,374.0,6.0,6.0,9.0
8092,Consilio,4.0,90.0,783.0,9.0,12.0,11.0
8093,MAJID AL FUTTAIM RETAIL,3.7,90.0,458.0,6.0,12.0,11.0
8094,Aero Club-Woodland Store,3.8,90.0,363.0,2.0,,2.0
8095,Hogarth Worldwide,3.7,90.0,1.1,11.0,3.0,6.0
8096,Orthosquare Dental Clinic,3.8,90.0,59.0,5.0,,3.0
8097,SVP Hospital,3.8,90.0,402.0,5.0,,8.0
8098,ARaymond,4.2,90.0,862.0,6.0,,9.0
8099,Aashman Foundation,3.7,90.0,143.0,27.0,,6.0
8100,Essencea Infoserv,2.6,90.0,290.0,11.0,17.0,3.0
8101,DHL IT Services,4.2,90.0,946.0,7.0,,8.0
8102,TP Northern Odisha Distribution,3.7,90.0,286.0,13.0,,6.0
8103,Ola cars,3.3,90.0,346.0,6.0,,5.0
8104,Sarvagram Fincare,3.9,90.0,388.0,7.0,2.0,5.0
8105,Log 9 Materials Scientific,3.8,90.0,530.0,10.0,18.0,9.0
8106,GetMyUni,3.3,90.0,527.0,10.0,47.0,8.0
8107,Livedigital Marketing Solutions,3.2,90.0,509.0,7.0,,9.0
8108,National Oilwell Varco,4.1,90.0,458.0,3.0,7.0,13.0
8109,Newton School: Pay after Placement,3.2,90.0,586.0,10.0,44.0,3.0
8110,Cybernetik Technologies,3.9,90.0,557.0,5.0,13.0,12.0
8111,Embassy Group,4.0,90.0,823.0,6.0,16.0,11.0
8112,TTK Services,3.8,90.0,640.0,3.0,6.0,14.0
8113,TeamLease Staffing Solutions,3.8,90.0,1.0,7.0,94.0,15.0
8114,Cogneesol,3.9,90.0,524.0,5.0,20.0,12.0
8115,Chargebee,4.0,89.0,1.0,10.0,37.0,12.0
8116,PCS-Global,3.3,89.0,250.0,11.0,2.0,7.0
8117,Rockwell Industries,4.3,89.0,484.0,7.0,,8.0
8118,ABSAS Solutions,3.4,89.0,415.0,5.0,,13.0
8119,Crowe Horwath,4.2,89.0,721.0,15.0,8.0,13.0
8120,Vivekananda Hospital,3.8,89.0,441.0,2.0,,9.0
8121,Manya Education,3.2,89.0,421.0,3.0,11.0,9.0
8122,Inshorts,4.2,89.0,495.0,9.0,4.0,13.0
8123,Surya Food & Agro,3.8,89.0,286.0,2.0,,9.0
8124,Maxval Ip Services,3.3,89.0,676.0,9.0,5.0,10.0
8125,Shreem Electrics,3.9,89.0,434.0,3.0,,6.0
8126,Sai Construction,3.5,89.0,556.0,3.0,1.0,3.0
8127,Nikhil Adhesives,4.0,89.0,372.0,4.0,2.0,6.0
8128,Pratham Motors,4.3,89.0,443.0,3.0,,6.0
8129,Autohangar,4.5,89.0,342.0,3.0,,14.0
8130,HealthAsyst,3.7,89.0,771.0,9.0,6.0,25.0
8131,Dexcel Electronics Designs,4.4,89.0,459.0,4.0,7.0,3.0
8132,LNJ Bhilwara Group,4.0,89.0,376.0,2.0,,10.0
8133,The Company of Others,3.9,89.0,4.6,18.0,28.0,9.0
8134,First Step Babywear,4.2,89.0,613.0,1.0,7.0,13.0
8135,Chargebee,4.0,89.0,1.0,10.0,37.0,12.0
8136,ESSPL,4.4,89.0,623.0,,1.0,17.0
8137,Vatsal Technosoft,4.3,89.0,26.0,4.0,21.0,4.0
8138,TVS Next,3.4,89.0,1.1,5.0,11.0,11.0
8139,ABSAS Solutions,3.4,89.0,415.0,5.0,,13.0
8140,JSW Ispat Steel,4.3,89.0,459.0,7.0,1.0,12.0
8141,Reebok,4.8,89.0,309.0,3.0,,18.0
8142,Ubique Systems,2.9,89.0,537.0,10.0,2.0,6.0
8143,Ahlcon Parenterals,4.1,89.0,372.0,4.0,,18.0
8144,Tilaknagar Industries Ltd.,3.7,89.0,337.0,6.0,3.0,18.0
8145,Krishidhan Seeds,3.6,89.0,297.0,4.0,,9.0
8146,Mount Talent Consulting,2.6,89.0,547.0,4.0,408.0,12.0
8147,NIMHANS,4.0,89.0,366.0,4.0,,9.0
8148,National Dairy Development Board,4.0,89.0,438.0,3.0,,11.0
8149,Volvo Buses,3.9,89.0,400.0,4.0,,17.0
8150,PCS-Global,3.3,89.0,250.0,11.0,2.0,7.0
8151,Rockwell Industries,4.3,89.0,484.0,7.0,,8.0
8152,Crowe Horwath,4.2,89.0,721.0,15.0,8.0,13.0
8153,SRV Media,3.9,89.0,354.0,6.0,3.0,36.0
8154,German Remedies,3.9,89.0,224.0,1.0,,8.0
8155,Khansaheb Civil Engineering LLC,4.4,89.0,159.0,3.0,,15.0
8156,Almeer Technical Services Co. W.L.L,3.7,89.0,332.0,1.0,,12.0
8157,Savills,4.1,89.0,685.0,7.0,,9.0
8158,Zimmer Biomet,3.8,89.0,410.0,1.0,,28.0
8159,Adm Agro Industries,4.0,89.0,581.0,5.0,7.0,18.0
8160,Transformers & Rectifiers (India),4.1,89.0,782.0,1.0,,12.0
8161,Qatar Steel,4.2,89.0,310.0,2.0,,16.0
8162,Menzies Aviation Bobba,3.9,89.0,295.0,2.0,,18.0
8163,Radixweb,3.2,89.0,636.0,6.0,37.0,9.0
8164,Tarento Technologies,4.0,89.0,929.0,8.0,27.0,29.0
8165,Allzone Management Solutions,4.2,89.0,342.0,3.0,21.0,13.0
8166,PressureJet Systems,4.3,89.0,245.0,3.0,9.0,29.0
8167,Faze Three,3.7,89.0,587.0,8.0,4.0,9.0
8168,Farbe Firma,4.4,89.0,276.0,4.0,8.0,5.0
8169,Eat 'N' Fit Agro Foods,2.7,89.0,97.0,9.0,,15.0
8170,Shree Balaji Construction,3.5,89.0,504.0,1.0,,9.0
8171,Chili's Grill & Bar,4.5,89.0,258.0,1.0,,13.0
8172,Mindseed,4.0,89.0,226.0,2.0,16.0,22.0
8173,31 Parallel,3.2,89.0,234.0,5.0,2.0,3.0
8174,Local Company,4.1,89.0,1.8,7.0,,7.0
8175,R K Construction,4.4,89.0,510.0,3.0,,7.0
8176,Foundation To Educate Girls Gloablly,3.8,89.0,221.0,6.0,1.0,17.0
8177,Impulse,3.8,89.0,571.0,4.0,3.0,7.0
8178,Om Telecom Logistics,4.4,89.0,257.0,3.0,,5.0
8179,E-meditek Tpa Services,3.5,89.0,167.0,1.0,,9.0
8180,Maxval Ip Services,3.3,89.0,676.0,9.0,5.0,10.0
8181,Manya Education,3.2,89.0,421.0,3.0,11.0,9.0
8182,Nikhil Adhesives,4.0,89.0,372.0,4.0,2.0,6.0
8183,Eat 'N' Fit Agro Foods,2.7,89.0,97.0,9.0,,15.0
8184,Menzies Aviation Bobba,3.9,89.0,295.0,2.0,,18.0
8185,Radixweb,3.2,89.0,636.0,6.0,37.0,9.0
8186,Almeer Technical Services Co. W.L.L,3.7,89.0,332.0,1.0,,12.0
8187,PressureJet Systems,4.3,89.0,245.0,3.0,9.0,29.0
8188,Crescon Projects & Services,3.9,89.0,444.0,6.0,8.0,11.0
8189,Sharp Sight,4.0,89.0,446.0,5.0,5.0,5.0
8190,Scribe EMR,4.1,89.0,346.0,7.0,8.0,12.0
8191,HLE Glascoat,3.7,89.0,503.0,5.0,1.0,14.0
8192,Nina Percept,4.1,89.0,432.0,5.0,,11.0
8193,Ola Foods,3.7,89.0,411.0,12.0,22.0,17.0
8194,Allset Business Solutions,3.7,89.0,630.0,7.0,,7.0
8195,Vivifi India Finance,3.7,89.0,441.0,9.0,,4.0
8196,Arvind Smartspaces,3.5,89.0,434.0,6.0,24.0,13.0
8197,WVP International,4.9,89.0,58.0,1.0,1.0,4.0
8198,Chqbook.com,3.4,89.0,446.0,4.0,20.0,11.0
8199,Rishi FIBC Solutions,4.0,89.0,602.0,3.0,8.0,11.0
8200,Ola Foods,3.7,89.0,411.0,12.0,22.0,17.0
8201,Bo International,3.9,89.0,331.0,4.0,7.0,13.0
8202,WVP International,4.9,89.0,58.0,1.0,1.0,4.0
8203,Scribe EMR,4.1,89.0,346.0,7.0,8.0,12.0
8204,Paytail,3.0,89.0,279.0,4.0,54.0,2.0
8205,Arvind Smartspaces,3.5,89.0,434.0,6.0,24.0,13.0
8206,HLE Glascoat,3.7,89.0,503.0,5.0,1.0,14.0
8207,Mtandt,3.7,89.0,564.0,6.0,6.0,16.0
8208,Grundfos Pumps,4.3,89.0,576.0,5.0,17.0,11.0
8209,Omnicom Media Group,3.6,89.0,898.0,3.0,6.0,7.0
8210,Velan Info Services,3.9,89.0,413.0,4.0,17.0,13.0
8211,Tranistics Data Technologies,3.8,89.0,457.0,5.0,7.0,10.0
8212,Aarav Global Products & Services Private Limited,3.2,89.0,529.0,6.0,19.0,30.0
8213,HirePro Consulting,3.9,88.0,580.0,4.0,26.0,22.0
8214,M+W Group,3.9,88.0,369.0,1.0,,15.0
8215,Room to Read,4.3,88.0,255.0,9.0,7.0,11.0
8216,Livesalesman,4.6,88.0,121.0,,,11.0
8217,Express Clinics,2.5,88.0,449.0,4.0,,11.0
8218,Pritam International,3.6,88.0,531.0,6.0,22.0,9.0
8219,Lokmanya Multipurpose Co-op Society,3.8,88.0,523.0,2.0,16.0,6.0
8220,Jindal Stainless Steelway,4.0,88.0,586.0,5.0,,15.0
8221,Areteans,3.6,88.0,1.2,14.0,2.0,5.0
8222,Rakshit Drugs,3.4,88.0,523.0,3.0,,15.0
8223,Captain Tractors,4.0,88.0,411.0,6.0,6.0,8.0
8224,Sharda Cropchem,3.9,88.0,360.0,4.0,5.0,23.0
8225,Paharpur 3P,4.2,88.0,452.0,2.0,1.0,10.0
8226,The India Thermit Corporation,3.7,88.0,455.0,7.0,1.0,10.0
8227,Bansal Classes,3.1,88.0,455.0,7.0,,4.0
8228,OEG INDIA,3.3,88.0,523.0,4.0,,12.0
8229,Oswal Industries,3.6,88.0,436.0,2.0,,13.0
8230,Perto,3.6,88.0,543.0,11.0,2.0,12.0
8231,Sara Suole,4.1,88.0,426.0,2.0,,12.0
8232,Deutsche Telekom,3.9,88.0,1.1,8.0,14.0,13.0
8233,Comau,3.6,88.0,528.0,2.0,2.0,22.0
8234,Outline Systems,4.0,88.0,527.0,3.0,,9.0
8235,CLP India,4.1,88.0,532.0,5.0,,18.0
8236,Kalpa Electrikal,3.7,88.0,590.0,7.0,6.0,9.0
8237,Windals Precision,4.0,88.0,547.0,5.0,,8.0
8238,Hindustan Copper,4.3,88.0,519.0,3.0,,13.0
8239,Nippon Data Systems,3.9,88.0,787.0,10.0,40.0,7.0
8240,Kalpa Electrikal,3.7,88.0,590.0,7.0,6.0,9.0
8241,Livesalesman,4.6,88.0,121.0,,,11.0
8242,Express Clinics,2.5,88.0,449.0,4.0,,11.0
8243,CLP India,4.1,88.0,532.0,5.0,,18.0
8244,Ksolves India Limited,2.9,88.0,577.0,16.0,31.0,5.0
8245,Engineering Projects,3.8,88.0,553.0,5.0,,8.0
8246,Shabari Telecable Network,3.6,88.0,544.0,6.0,,11.0
8247,VTP GROUP,3.9,88.0,588.0,7.0,,10.0
8248,Preca Solutions,3.5,88.0,366.0,5.0,,7.0
8249,Br.CAT International,3.7,88.0,169.0,7.0,,13.0
8250,Synnat Pharma,4.4,88.0,153.0,2.0,3.0,4.0
8251,Srinivasa Sales & Services,4.0,88.0,246.0,2.0,,13.0
8252,Rain Cii Carbon Vizag,4.1,88.0,433.0,8.0,,6.0
8253,KapitalTech,4.1,88.0,526.0,,4.0,2.0
8254,Protiviti Consulting,3.7,88.0,1.3,9.0,2.0,9.0
8255,SAP Ariba,4.4,88.0,956.0,2.0,,18.0
8256,Uttam Strips,3.6,88.0,418.0,7.0,4.0,5.0
8257,Classic Marble Company,4.0,88.0,451.0,4.0,6.0,8.0
8258,Luxor International,4.0,88.0,603.0,5.0,,10.0
8259,Sunrise Biztech Systems,3.7,88.0,432.0,8.0,2.0,12.0
8260,Br.CAT International,3.7,88.0,169.0,7.0,,13.0
8261,Nivara Home Finance,3.9,88.0,366.0,4.0,1.0,6.0
8262,Ksolves India Limited,2.9,88.0,577.0,16.0,31.0,5.0
8263,gvr infra projects,3.1,88.0,202.0,,,
8264,Ufi Filters,4.1,88.0,624.0,7.0,,10.0
8265,Qd-sbg Construction,4.3,88.0,152.0,1.0,,15.0
8266,Classic Marble Company,4.0,88.0,451.0,4.0,6.0,8.0
8267,Uttam Strips,3.6,88.0,418.0,7.0,4.0,5.0
8268,Sunrise Biztech Systems,3.7,88.0,432.0,8.0,2.0,12.0
8269,Gadre Marine Export,3.9,88.0,425.0,1.0,3.0,8.0
8270,Starion India,3.8,88.0,472.0,5.0,,10.0
8271,Rain Cii Carbon Vizag,4.1,88.0,433.0,8.0,,6.0
8272,KapitalTech,4.1,88.0,526.0,,4.0,2.0
